,0
0,4721.377180633135
1,-451.8979327387642
2,-3393.457075195154
3,-4199.602185669122
4,3921.470487060491
5,3162.481759948656
6,-7130.952460784931
7,-2895.0523797606584
8,3040.046720123384
9,24134.547839660663
10,6146.510858764639
11,-5577.9708554078825
12,20310.41488525411
13,-4556.324185791193
14,9026.28362182621
15,-8890.506562500028
16,6336.314854736207
17,3201.333211670164
18,-7974.407303466927
19,-457.65836791996844
20,2437.0385681153275
21,8405.17490356462
22,3465.9208422848023
23,-4482.851640625158
24,2668.3327197269537
25,-4607.915186767699
26,-1243.1335754392203
27,-4476.699597168015
28,5350.321557616815
29,-5587.3447021481115
30,-7270.13429565425
31,16762.75875610346
32,-7737.681770019466
33,6886.658198242309
34,9233.102008056361
35,-3887.0238549802452
36,4513.667657470563
37,-99.70817138673738
38,22313.01783081051
39,21917.289598388597
40,28805.944903564407
41,-9867.049409179715
42,-3301.938990478404
43,-9561.746108398307
44,769.3107482909691
45,3833.0575805662666
46,18609.113065185724
47,-3482.635740966769
48,11907.31676635705
49,6118.861173095647
50,-9312.050510253757
51,6214.367199707078
52,7706.254099121317
53,-3112.734134521568
54,1870.6362658690196
55,-513.5865490722936
56,-3418.7836560059804
57,601.8697802736424
58,3008.516245117411
59,8104.349133300595
60,-11261.448546142783
61,10052.914339599665
