,0
0,856.2044383238535
1,-5819.571983337402
2,3921.173150482122
3,-8612.306845397921
4,-4934.661736450158
5,10005.300027160672
6,-4273.065636596642
7,-1598.697725830134
8,-2436.3965048217215
9,-7667.341009674128
10,-5196.791786651593
11,654.5730303954333
12,-2843.270433044294
13,4211.565276184119
14,5201.739682464628
15,1070.4218196105212
16,623.7365834044758
17,-4889.890533752507
18,-4598.364456939511
19,-6077.087450256338
20,-2231.0140061951242
21,7456.301811065758
22,-4159.341651306255
23,390.0651074217167
24,-4315.155584716704
25,5695.701264648698
26,3428.222338866908
27,5844.464367675828
28,5367.915799560491
29,6218.457661133027
30,-940.5270166017581
31,-13421.64303100598
32,13374.9525537109
33,-4348.286229247926
34,9158.08952270518
35,2862.0448449705727
36,3875.0237231447827
37,-5033.762291259831
38,13500.140262451023
39,-407.876276855357
40,-4521.678138427669
41,1701.2914318845142
42,-1352.7528161620721
43,-9220.876491699135
44,3823.1227685548365
45,6409.0132458494045
46,-1341.1803820799105
47,-3693.963723144494
48,10909.904892578023
49,-1128.9874462890439
50,-3879.1342004395556
51,-7607.88978515612
52,-6930.967398681678
53,-167.49143188470043
54,-4030.93138427753
55,-3415.159522705013
56,614.3571838380303
57,6492.120906982338
58,-2519.0144152834546
59,10980.88649169961
60,-8052.089570312528
61,3751.5532458494417
