last_state
1646240.6
373.85
96.58
187.91
129.43
46.42
88.57
54.61
114.43
207.36
249.55
120.19
59.54
142.98
95.0
45.23
188.5
158.1
79.58
210.7
99.95
34.51
121.63
63.32
114.57
302.81
197.76
55.24
43.16
118.89
44.39
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
12.230068
-0.6345342
4.8747773
1.5718632
0.26828906
-1.2548436
0.9541971
-0.8714756
0.85372263
2.090577
-1.2254645
-0.5148422
-1.4057131
-1.2635611
-0.4943243
-0.65396863
0.52291864
-0.20628816
5.7639413
0.68040705
-0.6281822
0.9961843
-0.9531028
1.2181978
1.0531338
1.4070094
-0.42794645
-0.12842225
-0.87225384
-0.70257765
64.96982
49.742996
52.40866
54.660347
53.68715
48.192093
57.632553
50.251312
53.750095
55.666733
48.382896
49.71643
49.215607
47.972237
46.991726
51.64729
52.877266
51.468952
63.594242
54.248886
48.36478
54.991528
44.502846
52.870182
54.450985
55.212425
48.30697
49.994728
46.72349
47.37685
124.290085
-50.951614
26.158806
60.712105
14.97855
-79.011986
76.87308
-60.588634
21.490072
25.25454
-53.924767
-68.31278
-27.89387
-76.70569
-75.4964
-25.804792
16.128141
38.320766
163.5934
20.048874
-3.9737916
176.82237
-52.612534
16.799635
47.87875
92.029686
-40.812325
26.983715
-75.5887
-81.15404
39.03987
0.06844179
17.291113
17.236675
9.678331
10.461754
14.413911
2.5143332
15.523337
9.892108
2.9453676
11.580839
1.743472
5.0586314
14.225444
0.35714567
13.754289
16.009256
41.638462
4.014144
2.3803613
14.823902
5.0246873
4.64957
8.954001
15.937813
6.5034714
3.8032267
1.5431674
5.509959
