,0
0,-7750.325485381996
1,8760.722545166034
2,-2906.1565750122536
3,3785.3933438109234
4,3230.4913455201313
5,-12328.326422119047
6,1667.6377612301148
7,-3414.111627044389
8,5950.917032623431
9,-2597.2552529908717
10,12762.591338500846
11,392.4764431763906
12,-1592.4935324096587
13,-2493.911019592313
14,5695.239944915753
15,-12667.661796722095
16,1468.3862426753622
17,-55.908981933258474
18,-6621.9069921877235
19,-25.126264648279175
20,-5093.326944580069
21,-861.7094807436224
22,-370.1752604674548
23,-1845.6240295411553
24,25067.419829101767
25,3894.134530029027
26,16443.80932983407
27,23057.790220947238
28,4267.720289306715
29,6093.305128173903
30,11580.325679931557
31,-13946.174947509775
32,5670.340300293174
33,246.38859741203487
34,1584.7216760253068
35,4801.059997558594
36,4714.12634277367
37,2474.98491699202
38,-4356.315574951237
39,5597.914062500233
40,8726.004068603273
41,13013.804978027241
42,-4741.719418945024
43,4260.8710412594955
44,5758.90045288112
45,20927.133513183566
46,8259.402587890392
47,9911.56352294935
48,-181.32872192375362
49,6594.908619384514
50,-9380.105882568285
51,5127.099545898847
52,440.8296826169826
53,448.6641284178477
54,7919.927978515625
55,-4202.465904540848
56,1254.860347900074
57,1337.8217480471358
58,1179.2770190427545
59,-6455.1223339841235
60,-2636.8051843263675
61,-262.28010864253156
