,0
0,7334.434918308165
1,-17615.547079181764
2,-899.1796585845295
3,-2212.513940811157
4,11094.278054580791
5,11510.357914657332
6,589.8752912213095
7,-6109.60400425666
8,5290.248771321261
9,8987.30219497974
10,6358.427241744939
11,-10828.153415146051
12,6471.981920089573
13,-852.9640467830468
14,-239.24186038784683
15,-4898.541678010952
16,-13728.572111930931
17,-7494.996741332812
18,8227.679365539225
19,-4965.842577612493
20,-7219.501009375788
21,-196.1443165205419
22,2295.6254426727537
23,-948.6274662648793
24,12062.009945003083
25,-18251.650877468986
26,-3930.6554090289865
27,-12128.233969541267
28,10667.696903739125
29,-9290.817172243376
30,6515.933486523805
31,-4769.799774974468
32,4692.854931796668
33,1095.4990205804352
34,11804.573306326987
35,12352.723050855799
36,-2918.592728536576
37,2349.4485951354727
38,-4326.13797546993
39,-1175.858283124864
40,357.1797072130721
41,-8043.816275691148
42,6769.920589381596
43,-2739.5979164706077
44,160.94823141605593
45,-2351.6385918778833
46,-10379.401692460524
47,-9026.149007081753
48,-8018.706820225925
49,-852.6988323979313
50,3428.304818870267
51,-3939.6667790141655
52,9004.761695858208
53,2652.7673629360506
54,-2238.2982223274885
55,17131.192853864515
56,-46128.704573262716
57,-15846.602777941851
58,16414.323044340126
59,16840.06743699324
60,14286.308782623732
61,945.9437204413116
