,0
0,-1853.6022766113747
1,1918.4636401366442
2,5180.66645111097
3,389.4643923949916
4,1069.9562084961217
5,-921.040928954957
6,-7352.768889160128
7,9359.331304931315
8,3576.527457122924
9,1524.1215773010626
10,13149.338370361365
11,-923.6243237305898
12,6344.700494232355
13,10334.354775543325
14,1679.0178344722372
15,1164.4827752686106
16,1270.0659356690012
17,938.8760748293716
18,-1271.0348822022788
19,-388.7735148514621
20,491.3340834083501
21,2185.3055993099697
22,-1013.6935193520039
23,-453.7976485148538
24,0.0
25,0.0
26,-442.638613861287
27,-112.48638613871299
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,-116.05141764180735
34,730.9887863786425
35,-226.6873687368352
36,-5.043016801588237
37,-74.05321782175452
38,1193.9231923189946
39,3889.579995499691
40,3909.5514926493634
41,-536.2670079509262
42,-1572.1817994299345
43,3348.0033472098876
44,306.49501668894663
45,3163.6971900314093
46,-6250.490111884195
47,10782.592541254126
48,1952.5090759077575
49,299.79808580852114
50,2162.3457095709164
51,10650.243927392876
52,-1399.2696039604489
53,-1820.1686468648259
54,1363.2095049505588
55,1771.5111881189514
56,-2017.5069966996089
57,-7955.678415841889
58,6922.362805280602
59,-11598.038217821624
60,3441.308811881114
61,6560.227128712926
