,0
0,-39701.53154490725
1,3906.868172118673
2,33375.763677808456
3,-15453.584014728898
4,23459.334332122235
5,-10119.490472293925
6,15851.303223931463
7,4740.037179851206
8,5203.751627312042
9,-13190.687011262868
10,-1618.8760264061857
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,307.0227374744136
29,-151.8977374744136
30,-245.13439357746392
31,1985.9800161949825
32,-2559.12861714256
33,224.41044222563505
34,-1807.9678023692686
35,-1026.4596967650577
36,-6855.290959085105
37,5895.477704791119
38,-5034.3027538978495
39,3856.6301648311783
40,4168.365328307031
41,-403.798618178349
42,7343.346016922034
43,1952.7230895317625
44,4131.398267672397
45,1280.2505572969094
46,-914.7682886123657
47,-2817.3617027662694
48,-15.121442833216861
49,435.9895849497989
50,-4719.101612308761
51,-9551.384694824228
52,-840.6792373275384
53,-10210.675841120537
54,5950.458437813213
55,-18334.920158466324
56,1852.17886201269
57,-13441.96931855008
58,1820.2314462421928
59,2810.071090005338
60,-1582.6958709713072
61,0.0
