,0
0,1683886.625
1,1682208.75
2,1686320.1875
3,1685622.5
4,1683369.5
5,1683019.5
6,1683019.5
7,1683019.5
8,1683019.5
9,1683019.5
10,1683019.5
11,1683019.5
12,1683019.5
13,1683019.5
14,1683019.5
15,1683019.5
16,1683019.5
17,1683019.5
18,1683019.5
19,1683019.5
20,1683019.5
21,1683019.5
22,1683019.5
23,1683019.5
24,1683019.5
25,1683019.5
26,1683019.5
27,1683019.5
28,1683019.5
29,1683019.5
30,1683019.5
31,1683019.5
32,1683019.5
33,1670107.75
34,1648910.6875
35,1648250.0
36,1648250.0
37,1642742.625
38,1642434.5
39,1642434.5
40,1642434.5
41,1642434.5
42,1642434.5
43,1642434.5
44,1642434.5
45,1642434.5
46,1642434.5
47,1642434.5
48,1642434.5
49,1642434.5
50,1642434.5
51,1642434.5
52,1642434.5
53,1642434.5
54,1642434.5
55,1642434.5
56,1642434.5
57,1642434.5
58,1642434.5
59,1642434.5
60,1642434.5
61,1642434.5
62,1642434.5
